时间轴	源量程	源程反应性	中间量程	中间反应性	功率量程	功率反应性	硼浓度PPM	D棒位	备注说明
标志->	0	7	1	7	2	7	5	3	3
50.000000	78.231797	161.795965	7.823180E-13	161.795965	2.249164E-13	161.795965	1.000000	145.527523	NaN
50.100000	78.625463	161.795965	7.862546E-13	161.795965	2.260482E-13	161.795965	1.000000	145.527523	NaN
50.200000	79.021066	161.795965	7.902107E-13	161.795965	2.271856E-13	161.795965	1.000000	145.527523	NaN
50.300000	79.418616	161.795965	7.941862E-13	161.795965	2.283285E-13	161.795965	1.000000	145.527523	NaN
50.400000	79.818122	161.795965	7.981812E-13	161.795965	2.294771E-13	161.795965	1.000000	145.527523	NaN
50.500000	80.219595	161.795965	8.021960E-13	161.795965	2.306313E-13	161.795965	1.000000	145.527523	NaN
50.600000	80.623045	161.795965	8.062304E-13	161.795965	2.317913E-13	161.795965	1.000000	145.527523	NaN
50.700000	81.028481	161.795965	8.102848E-13	161.795965	2.329569E-13	161.795965	1.000000	145.527523	NaN
50.800000	81.435913	161.795965	8.143591E-13	161.795965	2.341282E-13	161.795965	1.000000	145.527523	NaN
50.900000	81.845351	161.795965	8.184535E-13	161.795965	2.353054E-13	161.795965	1.000000	145.527523	NaN
51.000000	82.256807	161.795965	8.225681E-13	161.795965	2.364883E-13	161.795965	1.000000	145.527523	NaN
51.100000	82.670288	161.795965	8.267029E-13	161.795965	2.376771E-13	161.795965	1.000000	145.527523	NaN
51.200000	83.085807	161.795965	8.308581E-13	161.795965	2.388717E-13	161.795965	1.000000	145.527523	NaN
51.300000	83.503372	161.795965	8.350337E-13	161.795965	2.400722E-13	161.795965	1.000000	145.527523	NaN
51.400000	83.922995	161.795965	8.392300E-13	161.795965	2.412786E-13	161.795965	1.000000	145.527523	NaN
51.500000	84.344686	161.795965	8.434469E-13	161.795965	2.424910E-13	161.795965	1.000000	145.527523	NaN
51.600000	84.768455	161.795965	8.476845E-13	161.795965	2.437093E-13	161.795965	1.000000	145.527523	NaN
51.700000	85.194312	161.795965	8.519431E-13	161.795965	2.449336E-13	161.795965	1.000000	145.527523	NaN
51.800000	85.622268	161.795965	8.562227E-13	161.795965	2.461640E-13	161.795965	1.000000	145.527523	NaN
51.900000	86.052334	161.795965	8.605233E-13	161.795965	2.474005E-13	161.795965	1.000000	145.527523	NaN
52.000000	86.484520	161.795965	8.648452E-13	161.795965	2.486430E-13	161.795965	1.000000	145.527523	NaN
52.100000	86.918837	161.795965	8.691884E-13	161.795965	2.498917E-13	161.795965	1.000000	145.527523	NaN
52.200000	87.355295	161.795965	8.735529E-13	161.795965	2.511465E-13	161.795965	1.000000	145.527523	NaN
52.300000	87.793905	161.795965	8.779391E-13	161.795965	2.524075E-13	161.795965	1.000000	145.527523	NaN
52.400000	88.234679	161.795965	8.823468E-13	161.795965	2.536747E-13	161.795965	1.000000	145.527523	NaN
52.500000	88.677626	161.795965	8.867763E-13	161.795965	2.549482E-13	161.795965	1.000000	145.527523	NaN
52.600000	89.122758	161.795965	8.912276E-13	161.795965	2.562279E-13	161.795965	1.000000	145.527523	NaN
52.700000	89.570086	161.795965	8.957009E-13	161.795965	2.575140E-13	161.795965	1.000000	145.527523	NaN
52.800000	90.019621	161.795965	9.001962E-13	161.795965	2.588064E-13	161.795965	1.000000	145.527523	NaN
52.900000	90.471373	161.795965	9.047137E-13	161.795965	2.601052E-13	161.795965	1.000000	145.527523	NaN
53.000000	90.925355	161.795965	9.092536E-13	161.795965	2.614104E-13	161.795965	1.000000	145.527523	NaN
53.100000	91.381577	161.795965	9.138158E-13	161.795965	2.627220E-13	161.795965	1.000000	145.527523	NaN
53.200000	91.840050	161.795965	9.184005E-13	161.795965	2.640401E-13	161.795965	1.000000	145.527523	NaN
53.300000	92.300786	161.795965	9.230079E-13	161.795965	2.653648E-13	161.795965	1.000000	145.527523	NaN
53.400000	92.763796	161.795965	9.276380E-13	161.795965	2.666959E-13	161.795965	1.000000	145.527523	NaN
53.500000	93.229091	161.795965	9.322909E-13	161.795965	2.680336E-13	161.795965	1.000000	145.527523	NaN
53.600000	93.696683	161.795965	9.369668E-13	161.795965	2.693780E-13	161.795965	1.000000	145.527523	NaN
53.700000	94.166584	161.795965	9.416658E-13	161.795965	2.707289E-13	161.795965	1.000000	145.527523	NaN
53.800000	94.638805	161.795965	9.463880E-13	161.795965	2.720866E-13	161.795965	1.000000	145.527523	NaN
53.900000	95.113357	161.795965	9.511336E-13	161.795965	2.734509E-13	161.795965	1.000000	145.527523	NaN
54.000000	95.590252	161.795965	9.559025E-13	161.795965	2.748220E-13	161.795965	1.000000	145.527523	NaN
54.100000	96.069503	161.795965	9.606950E-13	161.795965	2.761998E-13	161.795965	1.000000	145.527523	NaN
54.200000	96.551121	161.795965	9.655112E-13	161.795965	2.775845E-13	161.795965	1.000000	145.527523	NaN
54.300000	97.035117	161.795965	9.703512E-13	161.795965	2.789760E-13	161.795965	1.000000	145.527523	NaN
54.400000	97.521504	161.795965	9.752150E-13	161.795965	2.803743E-13	161.795965	1.000000	145.527523	NaN
54.500000	98.010293	161.795965	9.801029E-13	161.795965	2.817796E-13	161.795965	1.000000	145.527523	NaN
54.600000	98.501497	161.795965	9.850150E-13	161.795965	2.831918E-13	161.795965	1.000000	145.527523	NaN
54.700000	98.995128	161.795965	9.899513E-13	161.795965	2.846110E-13	161.795965	1.000000	145.527523	NaN
54.800000	99.491198	161.795965	9.949120E-13	161.795965	2.860372E-13	161.795965	1.000000	145.527523	NaN
54.900000	99.989719	161.795965	9.998972E-13	161.795965	2.874704E-13	161.795965	1.000000	145.527523	NaN
55.000000	100.490703	161.795965	1.004907E-12	161.795965	2.889108E-13	161.795965	1.000000	145.527523	NaN
55.100000	100.994163	161.795965	1.009942E-12	161.795965	2.903582E-13	161.795965	1.000000	145.527523	NaN
55.200000	101.500111	161.795965	1.015001E-12	161.795965	2.918128E-13	161.795965	1.000000	145.527523	NaN
55.300000	102.008560	161.795965	1.020086E-12	161.795965	2.932746E-13	161.795965	1.000000	145.527523	NaN
55.400000	102.519521	161.795965	1.025195E-12	161.795965	2.947436E-13	161.795965	1.000000	145.527523	NaN
55.500000	103.033009	161.795965	1.030330E-12	161.795965	2.962199E-13	161.795965	1.000000	145.527523	NaN
55.600000	103.549035	161.795965	1.035490E-12	161.795965	2.977035E-13	161.795965	1.000000	145.527523	NaN
55.700000	104.067611	161.795965	1.040676E-12	161.795965	2.991944E-13	161.795965	1.000000	145.527523	NaN
55.800000	104.588752	161.795965	1.045888E-12	161.795965	3.006927E-13	161.795965	1.000000	145.527523	NaN
55.900000	105.112469	161.795965	1.051125E-12	161.795965	3.021983E-13	161.795965	1.000000	145.527523	NaN
56.000000	105.638776	161.795965	1.056388E-12	161.795965	3.037115E-13	161.795965	1.000000	145.527523	NaN
56.100000	106.167685	161.795965	1.061677E-12	161.795965	3.052321E-13	161.795965	1.000000	145.527523	NaN
56.200000	106.699209	161.795965	1.066992E-12	161.795965	3.067602E-13	161.795965	1.000000	145.527523	NaN
56.300000	107.233363	161.795965	1.072334E-12	161.795965	3.082959E-13	161.795965	1.000000	145.527523	NaN
56.400000	107.770158	161.795965	1.077702E-12	161.795965	3.098392E-13	161.795965	1.000000	145.527523	NaN
56.500000	108.309607	161.795965	1.083096E-12	161.795965	3.113901E-13	161.795965	1.000000	145.527523	NaN
56.600000	108.851726	161.795965	1.088517E-12	161.795965	3.129487E-13	161.795965	1.000000	145.527523	NaN
56.700000	109.396525	161.795965	1.093965E-12	161.795965	3.145150E-13	161.795965	1.000000	145.527523	NaN
56.800000	109.944020	161.795965	1.099440E-12	161.795965	3.160891E-13	161.795965	1.000000	145.527523	NaN
56.900000	110.494223	161.795965	1.104942E-12	161.795965	3.176709E-13	161.795965	1.000000	145.527523	NaN
57.000000	111.047148	161.795965	1.110471E-12	161.795965	3.192606E-13	161.795965	1.000000	145.527523	NaN
57.100000	111.602809	161.795965	1.116028E-12	161.795965	3.208581E-13	161.795965	1.000000	145.527523	NaN
57.200000	112.161219	161.795965	1.121612E-12	161.795965	3.224635E-13	161.795965	1.000000	145.527523	NaN
57.300000	112.722392	161.795965	1.127224E-12	161.795965	3.240769E-13	161.795965	1.000000	145.527523	NaN
57.400000	113.286342	161.795965	1.132863E-12	161.795965	3.256982E-13	161.795965	1.000000	145.527523	NaN
57.500000	113.853083	161.795965	1.138531E-12	161.795965	3.273276E-13	161.795965	1.000000	145.527523	NaN
57.600000	114.422628	161.795965	1.144226E-12	161.795965	3.289651E-13	161.795965	1.000000	145.527523	NaN
57.700000	114.994992	161.795965	1.149950E-12	161.795965	3.306106E-13	161.795965	1.000000	145.527523	NaN
57.800000	115.570189	161.795965	1.155702E-12	161.795965	3.322643E-13	161.795965	1.000000	145.527523	NaN
57.900000	116.148233	161.795965	1.161482E-12	161.795965	3.339262E-13	161.795965	1.000000	145.527523	NaN
58.000000	116.729138	161.795965	1.167291E-12	161.795965	3.355963E-13	161.795965	1.000000	145.527523	NaN
58.100000	117.312918	161.795965	1.173129E-12	161.795965	3.372746E-13	161.795965	1.000000	145.527523	NaN
58.200000	117.899589	161.795965	1.178996E-12	161.795965	3.389613E-13	161.795965	1.000000	145.527523	NaN
58.300000	118.489163	161.795965	1.184892E-12	161.795965	3.406563E-13	161.795965	1.000000	145.527523	NaN
58.400000	119.081657	161.795965	1.190817E-12	161.795965	3.423598E-13	161.795965	1.000000	145.527523	NaN
58.500000	119.677084	161.795965	1.196771E-12	161.795965	3.440716E-13	161.795965	1.000000	145.527523	NaN
58.600000	120.275459	161.795965	1.202755E-12	161.795965	3.457919E-13	161.795965	1.000000	145.527523	NaN
58.700000	120.876796	161.795965	1.208768E-12	161.795965	3.475208E-13	161.795965	1.000000	145.527523	NaN
58.800000	121.481112	161.795965	1.214811E-12	161.795965	3.492582E-13	161.795965	1.000000	145.527523	NaN
58.900000	122.088420	161.795965	1.220884E-12	161.795965	3.510042E-13	161.795965	1.000000	145.527523	NaN
59.000000	122.698735	161.795965	1.226987E-12	161.795965	3.527589E-13	161.795965	1.000000	145.527523	NaN
59.100000	123.312072	161.795965	1.233121E-12	161.795965	3.545222E-13	161.795965	1.000000	145.527523	NaN
59.200000	123.928448	161.795965	1.239284E-12	161.795965	3.562943E-13	161.795965	1.000000	145.527523	NaN
59.300000	124.547875	161.795965	1.245479E-12	161.795965	3.580751E-13	161.795965	1.000000	145.527523	NaN
59.400000	125.170371	161.795965	1.251704E-12	161.795965	3.598648E-13	161.795965	1.000000	145.527523	NaN
59.500000	125.795950	161.795965	1.257960E-12	161.795965	3.616634E-13	161.795965	1.000000	145.527523	NaN
59.600000	126.424628	161.795965	1.264246E-12	161.795965	3.634708E-13	161.795965	1.000000	145.527523	NaN
59.700000	127.056420	161.795965	1.270564E-12	161.795965	3.652872E-13	161.795965	1.000000	145.527523	NaN
59.800000	127.691342	161.795965	1.276913E-12	161.795965	3.671126E-13	161.795965	1.000000	145.527523	NaN
59.900000	128.329409	161.795965	1.283294E-12	161.795965	3.689470E-13	161.795965	1.000000	145.527523	NaN
60.000000	128.970636	161.795965	1.289706E-12	161.795965	3.707906E-13	161.795965	1.000000	145.527523	NaN
60.100000	129.615041	161.795965	1.296150E-12	161.795965	3.726432E-13	161.795965	1.000000	145.527523	NaN
60.200000	130.262639	161.795965	1.302626E-12	161.795965	3.745051E-13	161.795965	1.000000	145.527523	NaN
60.300000	130.913445	161.795965	1.309134E-12	161.795965	3.763762E-13	161.795965	1.000000	145.527523	NaN
60.400000	131.567475	161.795965	1.315675E-12	161.795965	3.782565E-13	161.795965	1.000000	145.527523	NaN
60.500000	132.224747	161.795965	1.322247E-12	161.795965	3.801461E-13	161.795965	1.000000	145.527523	NaN
60.600000	132.885275	161.795965	1.328853E-12	161.795965	3.820452E-13	161.795965	1.000000	145.527523	NaN
60.700000	133.549077	161.795965	1.335491E-12	161.795965	3.839536E-13	161.795965	1.000000	145.527523	NaN
60.800000	134.216168	161.795965	1.342162E-12	161.795965	3.858715E-13	161.795965	1.000000	145.527523	NaN
60.900000	134.886564	161.795965	1.348866E-12	161.795965	3.877989E-13	161.795965	1.000000	145.527523	NaN
61.000000	135.560284	161.795965	1.355603E-12	161.795965	3.897358E-13	161.795965	1.000000	145.527523	NaN
61.100000	136.237342	161.795965	1.362373E-12	161.795965	3.916824E-13	161.795965	1.000000	145.527523	NaN
61.200000	136.917756	161.795965	1.369178E-12	161.795965	3.936385E-13	161.795965	1.000000	145.527523	NaN
61.300000	137.601542	161.795965	1.376015E-12	161.795965	3.956044E-13	161.795965	1.000000	145.527523	NaN
61.400000	138.288718	161.795965	1.382887E-12	161.795965	3.975801E-13	161.795965	1.000000	145.527523	NaN
61.500000	138.979300	161.795965	1.389793E-12	161.795965	3.995655E-13	161.795965	1.000000	145.527523	NaN
61.600000	139.673305	161.795965	1.396733E-12	161.795965	4.015608E-13	161.795965	1.000000	145.527523	NaN
61.700000	140.370750	161.795965	1.403708E-12	161.795965	4.035659E-13	161.795965	1.000000	145.527523	NaN
61.800000	141.071653	161.795965	1.410717E-12	161.795965	4.055810E-13	161.795965	1.000000	145.527523	NaN
61.900000	141.776030	161.795965	1.417760E-12	161.795965	4.076061E-13	161.795965	1.000000	145.527523	NaN
62.000000	142.483899	161.795965	1.424839E-12	161.795965	4.096412E-13	161.795965	1.000000	145.527523	NaN
62.100000	143.195278	161.795965	1.431953E-12	161.795965	4.116864E-13	161.795965	1.000000	145.527523	NaN
62.200000	143.910183	161.795965	1.439102E-12	161.795965	4.137418E-13	161.795965	1.000000	145.527523	NaN
62.300000	144.628633	161.795965	1.446286E-12	161.795965	4.158073E-13	161.795965	1.000000	145.527523	NaN
62.400000	145.350646	161.795965	1.453506E-12	161.795965	4.178831E-13	161.795965	1.000000	145.527523	NaN
62.500000	146.076238	161.795965	1.460762E-12	161.795965	4.199692E-13	161.795965	1.000000	145.527523	NaN
62.600000	146.805428	161.795965	1.468054E-12	161.795965	4.220656E-13	161.795965	1.000000	145.527523	NaN
62.700000	147.538234	161.795965	1.475382E-12	161.795965	4.241724E-13	161.795965	1.000000	145.527523	NaN
62.800000	148.274673	161.795965	1.482747E-12	161.795965	4.262897E-13	161.795965	1.000000	145.527523	NaN
62.900000	149.014765	161.795965	1.490148E-12	161.795965	4.284174E-13	161.795965	1.000000	145.527523	NaN
63.000000	149.758527	161.795965	1.497585E-12	161.795965	4.305558E-13	161.795965	1.000000	145.527523	NaN
63.100000	150.505977	161.795965	1.505060E-12	161.795965	4.327047E-13	161.795965	1.000000	145.527523	NaN
63.200000	151.257134	161.795965	1.512571E-12	161.795965	4.348643E-13	161.795965	1.000000	145.527523	NaN
63.300000	152.012016	161.795965	1.520120E-12	161.795965	4.370345E-13	161.795965	1.000000	145.527523	NaN
63.400000	152.770642	161.795965	1.527706E-12	161.795965	4.392156E-13	161.795965	1.000000	145.527523	NaN
63.500000	153.533031	161.795965	1.535330E-12	161.795965	4.414075E-13	161.795965	1.000000	145.527523	NaN
63.600000	154.299201	161.795965	1.542992E-12	161.795965	4.436102E-13	161.795965	1.000000	145.527523	NaN
63.700000	155.069172	161.795965	1.550692E-12	161.795965	4.458239E-13	161.795965	1.000000	145.527523	NaN
63.800000	155.842961	161.795965	1.558430E-12	161.795965	4.480485E-13	161.795965	1.000000	145.527523	NaN
63.900000	156.620589	161.795965	1.566206E-12	161.795965	4.502842E-13	161.795965	1.000000	145.527523	NaN
64.000000	157.402074	161.795965	1.574021E-12	161.795965	4.525310E-13	161.795965	1.000000	145.527523	NaN
64.100000	158.187436	161.795965	1.581874E-12	161.795965	4.547889E-13	161.795965	1.000000	145.527523	NaN
64.200000	158.976693	161.795965	1.589767E-12	161.795965	4.570580E-13	161.795965	1.000000	145.527523	NaN
64.300000	159.769866	161.795965	1.597699E-12	161.795965	4.593384E-13	161.795965	1.000000	145.527523	NaN
64.400000	160.566974	161.795965	1.605670E-12	161.795965	4.616300E-13	161.795965	1.000000	145.527523	NaN
64.500000	161.368036	161.795965	1.613680E-12	161.795965	4.639331E-13	161.795965	1.000000	145.527523	NaN
64.600000	162.173072	161.795965	1.621731E-12	161.795965	4.662476E-13	161.795965	1.000000	145.527523	NaN
64.700000	162.982102	161.795965	1.629821E-12	161.795965	4.685735E-13	161.795965	1.000000	145.527523	NaN
64.800000	163.795147	161.795965	1.637951E-12	161.795965	4.709110E-13	161.795965	1.000000	145.527523	NaN
64.900000	164.612225	161.795965	1.646122E-12	161.795965	4.732601E-13	161.795965	1.000000	145.527523	NaN
65.000000	165.433357	161.795965	1.654334E-12	161.795965	4.756209E-13	161.795965	1.000000	145.527523	NaN
65.100000	166.258563	161.795965	1.662586E-12	161.795965	4.779934E-13	161.795965	1.000000	145.527523	NaN
65.200000	167.087864	161.795965	1.670879E-12	161.795965	4.803776E-13	161.795965	1.000000	145.527523	NaN
65.300000	167.921280	161.795965	1.679213E-12	161.795965	4.827737E-13	161.795965	1.000000	145.527523	NaN
65.400000	168.758831	161.795965	1.687588E-12	161.795965	4.851816E-13	161.795965	1.000000	145.527523	NaN
65.500000	169.600539	161.795965	1.696005E-12	161.795965	4.876015E-13	161.795965	1.000000	145.527523	NaN
65.600000	170.446423	161.795965	1.704464E-12	161.795965	4.900335E-13	161.795965	1.000000	145.527523	NaN
65.700000	171.296504	161.795965	1.712965E-12	161.795965	4.924775E-13	161.795965	1.000000	145.527523	NaN
65.800000	172.150805	161.795965	1.721508E-12	161.795965	4.949336E-13	161.795965	1.000000	145.527523	NaN
65.900000	173.009344	161.795965	1.730093E-12	161.795965	4.974019E-13	161.795965	1.000000	145.527523	NaN
66.000000	173.872145	161.795965	1.738721E-12	161.795965	4.998824E-13	161.795965	1.000000	145.527523	NaN
66.100000	174.739227	161.795965	1.747392E-12	161.795965	5.023753E-13	161.795965	1.000000	145.527523	NaN
66.200000	175.610613	161.795965	1.756106E-12	161.795965	5.048805E-13	161.795965	1.000000	145.527523	NaN
66.300000	176.486323	161.795965	1.764863E-12	161.795965	5.073982E-13	161.795965	1.000000	145.527523	NaN
66.400000	177.366380	161.795965	1.773664E-12	161.795965	5.099283E-13	161.795965	1.000000	145.527523	NaN
66.500000	178.250804	161.795965	1.782508E-12	161.795965	5.124711E-13	161.795965	1.000000	145.527523	NaN
66.600000	179.139618	161.795965	1.791396E-12	161.795965	5.150264E-13	161.795965	1.000000	145.527523	NaN
66.700000	180.032844	161.795965	1.800328E-12	161.795965	5.175944E-13	161.795965	1.000000	145.527523	NaN
66.800000	180.930503	161.795965	1.809305E-12	161.795965	5.201752E-13	161.795965	1.000000	145.527523	NaN
66.900000	181.832618	161.795965	1.818326E-12	161.795965	5.227688E-13	161.795965	1.000000	145.527523	NaN
67.000000	182.739210	161.795965	1.827392E-12	161.795965	5.253752E-13	161.795965	1.000000	145.527523	NaN
67.100000	183.650303	161.795965	1.836503E-12	161.795965	5.279946E-13	161.795965	1.000000	145.527523	NaN
67.200000	184.565918	161.795965	1.845659E-12	161.795965	5.306270E-13	161.795965	1.000000	145.527523	NaN
67.300000	185.486079	161.795965	1.854861E-12	161.795965	5.332725E-13	161.795965	1.000000	145.527523	NaN
67.400000	186.410807	161.795965	1.864108E-12	161.795965	5.359311E-13	161.795965	1.000000	145.527523	NaN
67.500000	187.340125	161.795965	1.873401E-12	161.795965	5.386029E-13	161.795965	1.000000	145.527523	NaN
67.600000	188.274057	161.795965	1.882741E-12	161.795965	5.412879E-13	161.795965	1.000000	145.527523	NaN
67.700000	189.212625	161.795965	1.892126E-12	161.795965	5.439863E-13	161.795965	1.000000	145.527523	NaN
67.800000	190.155853	161.795965	1.901559E-12	161.795965	5.466981E-13	161.795965	1.000000	145.527523	NaN
67.900000	191.103763	161.795965	1.911038E-12	161.795965	5.494233E-13	161.795965	1.000000	145.527523	NaN
68.000000	192.056380	161.795965	1.920564E-12	161.795965	5.521621E-13	161.795965	1.000000	145.527523	NaN
68.100000	193.013725	161.795965	1.930137E-12	161.795965	5.549145E-13	161.795965	1.000000	145.527523	NaN
68.200000	193.975824	161.795965	1.939758E-12	161.795965	5.576805E-13	161.795965	1.000000	145.527523	NaN
68.300000	194.942699	161.795965	1.949427E-12	161.795965	5.604603E-13	161.795965	1.000000	145.527523	NaN
68.400000	195.914375	161.795965	1.959144E-12	161.795965	5.632538E-13	161.795965	1.000000	145.527523	NaN
68.500000	196.890875	161.795965	1.968909E-12	161.795965	5.660613E-13	161.795965	1.000000	145.527523	NaN
68.600000	197.872224	161.795965	1.978722E-12	161.795965	5.688826E-13	161.795965	1.000000	145.527523	NaN
68.700000	198.858445	161.795965	1.988584E-12	161.795965	5.717180E-13	161.795965	1.000000	145.527523	NaN
68.800000	199.849563	161.795965	1.998496E-12	161.795965	5.745675E-13	161.795965	1.000000	145.527523	NaN
68.900000	200.845602	161.795965	2.008456E-12	161.795965	5.774311E-13	161.795965	1.000000	145.527523	NaN
69.000000	201.846587	161.795965	2.018466E-12	161.795965	5.803089E-13	161.795965	1.000000	145.527523	NaN
69.100000	202.852542	161.795965	2.028525E-12	161.795965	5.832011E-13	161.795965	1.000000	145.527523	NaN
69.200000	203.863493	161.795965	2.038635E-12	161.795965	5.861075E-13	161.795965	1.000000	145.527523	NaN
69.300000	204.879463	161.795965	2.048795E-12	161.795965	5.890285E-13	161.795965	1.000000	145.527523	NaN
69.400000	205.900478	161.795965	2.059005E-12	161.795965	5.919639E-13	161.795965	1.000000	145.527523	NaN
69.500000	206.926564	161.795965	2.069266E-12	161.795965	5.949139E-13	161.795965	1.000000	145.527523	NaN
69.600000	207.957744	161.795965	2.079577E-12	161.795965	5.978785E-13	161.795965	1.000000	145.527523	NaN
69.700000	208.994046	161.795965	2.089940E-12	161.795965	6.008579E-13	161.795965	1.000000	145.527523	NaN
69.800000	210.035494	161.795965	2.100355E-12	161.795965	6.038520E-13	161.795965	1.000000	145.527523	NaN
69.900000	211.082114	161.795965	2.110821E-12	161.795965	6.068611E-13	161.795965	1.000000	145.527523	NaN
70.000000	212.133931	161.795965	2.121339E-12	161.795965	6.098851E-13	161.795965	1.000000	145.527523	NaN
70.100000	213.190972	161.795965	2.131910E-12	161.795965	6.129240E-13	161.795965	1.000000	145.527523	NaN
70.200000	214.253262	161.795965	2.142533E-12	161.795965	6.159781E-13	161.795965	1.000000	145.527523	NaN
70.300000	215.320828	161.795965	2.153208E-12	161.795965	6.190474E-13	161.795965	1.000000	145.527523	NaN
70.400000	216.393696	161.795965	2.163937E-12	161.795965	6.221319E-13	161.795965	1.000000	145.527523	NaN
70.500000	217.471893	161.795965	2.174719E-12	161.795965	6.252317E-13	161.795965	1.000000	145.527523	NaN
70.600000	218.555444	161.795965	2.185554E-12	161.795965	6.283469E-13	161.795965	1.000000	145.527523	NaN
70.700000	219.644377	161.795965	2.196444E-12	161.795965	6.314776E-13	161.795965	1.000000	145.527523	NaN
70.800000	220.738718	161.795965	2.207387E-12	161.795965	6.346238E-13	161.795965	1.000000	145.527523	NaN
70.900000	221.838494	161.795965	2.218385E-12	161.795965	6.377857E-13	161.795965	1.000000	145.527523	NaN
71.000000	222.943733	161.795965	2.229437E-12	161.795965	6.409632E-13	161.795965	1.000000	145.527523	NaN
71.100000	224.054462	161.795965	2.240545E-12	161.795965	6.441566E-13	161.795965	1.000000	145.527523	NaN
71.200000	225.170707	161.795965	2.251707E-12	161.795965	6.473658E-13	161.795965	1.000000	145.527523	NaN
71.300000	226.292496	161.795965	2.262925E-12	161.795965	6.505909E-13	161.795965	1.000000	145.527523	NaN
71.400000	227.419858	161.795965	2.274199E-12	161.795965	6.538321E-13	161.795965	1.000000	145.527523	NaN
71.500000	228.552819	161.795965	2.285528E-12	161.795965	6.570894E-13	161.795965	1.000000	145.527523	NaN
71.600000	229.691408	161.795965	2.296914E-12	161.795965	6.603628E-13	161.795965	1.000000	145.527523	NaN
71.700000	230.835653	161.795965	2.308357E-12	161.795965	6.636525E-13	161.795965	1.000000	145.527523	NaN
71.800000	231.985581	161.795965	2.319856E-12	161.795965	6.669585E-13	161.795965	1.000000	145.527523	NaN
71.900000	233.141221	161.795965	2.331412E-12	161.795965	6.702810E-13	161.795965	1.000000	145.527523	NaN
72.000000	234.302602	161.795965	2.343026E-12	161.795965	6.736200E-13	161.795965	1.000000	145.527523	NaN
72.100000	235.469752	161.795965	2.354698E-12	161.795965	6.769755E-13	161.795965	1.000000	145.527523	NaN
72.200000	236.642699	161.795965	2.366427E-12	161.795965	6.803478E-13	161.795965	1.000000	145.527523	NaN
72.300000	237.821474	161.795965	2.378215E-12	161.795965	6.837367E-13	161.795965	1.000000	145.527523	NaN
72.400000	239.006104	161.795965	2.390061E-12	161.795965	6.871425E-13	161.795965	1.000000	145.527523	NaN
72.500000	240.196619	161.795965	2.401966E-12	161.795965	6.905653E-13	161.795965	1.000000	145.527523	NaN
72.600000	241.393048	161.795965	2.413930E-12	161.795965	6.940050E-13	161.795965	1.000000	145.527523	NaN
72.700000	242.595420	161.795965	2.425954E-12	161.795965	6.974618E-13	161.795965	1.000000	145.527523	NaN
72.800000	243.803766	161.795965	2.438038E-12	161.795965	7.009358E-13	161.795965	1.000000	145.527523	NaN
72.900000	245.018115	161.795965	2.450181E-12	161.795965	7.044271E-13	161.795965	1.000000	145.527523	NaN
73.000000	246.238496	161.795965	2.462385E-12	161.795965	7.079357E-13	161.795965	1.000000	145.527523	NaN
73.100000	247.464940	161.795965	2.474649E-12	161.795965	7.114617E-13	161.795965	1.000000	145.527523	NaN
73.200000	248.697478	161.795965	2.486975E-12	161.795965	7.150052E-13	161.795965	1.000000	145.527523	NaN
73.300000	249.936138	161.795965	2.499361E-12	161.795965	7.185664E-13	161.795965	1.000000	145.527523	NaN
73.400000	251.180953	161.795965	2.511810E-12	161.795965	7.221452E-13	161.795965	1.000000	145.527523	NaN
73.500000	252.431951	161.795965	2.524320E-12	161.795965	7.257419E-13	161.795965	1.000000	145.527523	NaN
73.600000	253.689166	161.795965	2.536892E-12	161.795965	7.293564E-13	161.795965	1.000000	145.527523	NaN
73.700000	254.952626	161.795965	2.549526E-12	161.795965	7.329888E-13	161.795965	1.000000	145.527523	NaN
73.800000	256.222363	161.795965	2.562224E-12	161.795965	7.366393E-13	161.795965	1.000000	145.527523	NaN
73.900000	257.498409	161.795965	2.574984E-12	161.795965	7.403079E-13	161.795965	1.000000	145.527523	NaN
74.000000	258.780795	161.795965	2.587808E-12	161.795965	7.439948E-13	161.795965	1.000000	145.527523	NaN
74.100000	260.069553	161.795965	2.600696E-12	161.795965	7.477000E-13	161.795965	1.000000	145.527523	NaN
74.200000	261.364714	161.795965	2.613647E-12	161.795965	7.514236E-13	161.795965	1.000000	145.527523	NaN
74.300000	262.666309	161.795965	2.626663E-12	161.795965	7.551656E-13	161.795965	1.000000	145.527523	NaN
74.400000	263.974372	161.795965	2.639744E-12	161.795965	7.589263E-13	161.795965	1.000000	145.527523	NaN
74.500000	265.288934	161.795965	2.652889E-12	161.795965	7.627057E-13	161.795965	1.000000	145.527523	NaN
74.600000	266.610028	161.795965	2.666100E-12	161.795965	7.665038E-13	161.795965	1.000000	145.527523	NaN
74.700000	267.937686	161.795965	2.679377E-12	161.795965	7.703208E-13	161.795965	1.000000	145.527523	NaN
74.800000	269.271941	161.795965	2.692719E-12	161.795965	7.741568E-13	161.795965	1.000000	145.527523	NaN
74.900000	270.612825	161.795965	2.706128E-12	161.795965	7.780119E-13	161.795965	1.000000	145.527523	NaN
75.000000	271.960372	161.795965	2.719604E-12	161.795965	7.818861E-13	161.795965	1.000000	145.527523	NaN
75.100000	273.314615	161.795965	2.733146E-12	161.795965	7.857795E-13	161.795965	1.000000	145.527523	NaN
75.200000	274.675587	161.795965	2.746756E-12	161.795965	7.896923E-13	161.795965	1.000000	145.527523	NaN
