时间轴	源量程	源程反应性	中间量程	中间反应性	功率量程	功率反应性	硼浓度PPM	D棒位	备注说明
标志->	0	7	1	7	2	7	5	3	3
100.600000	969.066441	161.795965	9.690664E-12	161.795965	2.786066E-12	161.795965	1.000000	145.527523	NaN
100.700000	973.886661	161.795965	9.738867E-12	161.795965	2.799924E-12	161.795965	1.000000	145.527523	NaN
100.800000	978.730852	161.795965	9.787309E-12	161.795965	2.813851E-12	161.795965	1.000000	145.527523	NaN
100.900000	983.599132	161.795965	9.835991E-12	161.795965	2.827848E-12	161.795965	1.000000	145.527523	NaN
101.000000	988.491620	161.795965	9.884916E-12	161.795965	2.841913E-12	161.795965	1.000000	145.527523	NaN
101.100000	993.408439	161.795965	9.934084E-12	161.795965	2.856049E-12	161.795965	1.000000	145.527523	NaN
101.200000	998.349708	161.795965	9.983497E-12	161.795965	2.870255E-12	161.795965	1.000000	145.527523	NaN
101.300000	1003.315549	161.795965	1.003316E-11	161.795965	2.884532E-12	161.795965	1.000000	145.527523	NaN
101.400000	1008.306085	161.795965	1.008306E-11	161.795965	2.898880E-12	161.795965	1.000000	145.527523	NaN
101.500000	1013.321437	161.795965	1.013321E-11	161.795965	2.913299E-12	161.795965	1.000000	145.527523	NaN
101.600000	1018.361731	161.795965	1.018362E-11	161.795965	2.927790E-12	161.795965	1.000000	145.527523	NaN
101.700000	1023.427088	161.795965	1.023427E-11	161.795965	2.942353E-12	161.795965	1.000000	145.527523	NaN
101.800000	1028.517636	161.795965	1.028518E-11	161.795965	2.956988E-12	161.795965	1.000000	145.527523	NaN
101.900000	1033.633498	161.795965	1.033633E-11	161.795965	2.971696E-12	161.795965	1.000000	145.527523	NaN
102.000000	1038.774800	161.795965	1.038775E-11	161.795965	2.986478E-12	161.795965	1.000000	145.527523	NaN
102.100000	1043.941669	161.795965	1.043942E-11	161.795965	3.001332E-12	161.795965	1.000000	145.527523	NaN
102.200000	1049.134233	161.795965	1.049134E-11	161.795965	3.016261E-12	161.795965	1.000000	145.527523	NaN
102.300000	1054.352618	161.795965	1.054353E-11	161.795965	3.031264E-12	161.795965	1.000000	145.527523	NaN
102.400000	1059.596954	161.795965	1.059597E-11	161.795965	3.046341E-12	161.795965	1.000000	145.527523	NaN
102.500000	1064.867370	161.795965	1.064867E-11	161.795965	3.061494E-12	161.795965	1.000000	145.527523	NaN
102.600000	1070.163994	161.795965	1.070164E-11	161.795965	3.076721E-12	161.795965	1.000000	145.527523	NaN
102.700000	1075.486958	161.795965	1.075487E-11	161.795965	3.092025E-12	161.795965	1.000000	145.527523	NaN
102.800000	1080.836393	161.795965	1.080836E-11	161.795965	3.107405E-12	161.795965	1.000000	145.527523	NaN
102.900000	1086.212429	161.795965	1.086212E-11	161.795965	3.122861E-12	161.795965	1.000000	145.527523	NaN
103.000000	1091.615201	161.795965	1.091615E-11	161.795965	3.138394E-12	161.795965	1.000000	145.527523	NaN
103.100000	1097.044839	161.795965	1.097045E-11	161.795965	3.154004E-12	161.795965	1.000000	145.527523	NaN
103.200000	1102.501479	161.795965	1.102501E-11	161.795965	3.169692E-12	161.795965	1.000000	145.527523	NaN
103.300000	1107.985254	161.795965	1.107985E-11	161.795965	3.185458E-12	161.795965	1.000000	145.527523	NaN
103.400000	1113.496299	161.795965	1.113496E-11	161.795965	3.201302E-12	161.795965	1.000000	145.527523	NaN
103.500000	1119.034750	161.795965	1.119035E-11	161.795965	3.217225E-12	161.795965	1.000000	145.527523	NaN
103.600000	1124.600744	161.795965	1.124601E-11	161.795965	3.233227E-12	161.795965	1.000000	145.527523	NaN
103.700000	1130.194417	161.795965	1.130194E-11	161.795965	3.249309E-12	161.795965	1.000000	145.527523	NaN
103.800000	1135.815906	161.795965	1.135816E-11	161.795965	3.265471E-12	161.795965	1.000000	145.527523	NaN
103.900000	1141.465351	161.795965	1.141465E-11	161.795965	3.281713E-12	161.795965	1.000000	145.527523	NaN
104.000000	1147.142890	161.795965	1.147143E-11	161.795965	3.298036E-12	161.795965	1.000000	145.527523	NaN
104.100000	1152.848663	161.795965	1.152849E-11	161.795965	3.314440E-12	161.795965	1.000000	145.527523	NaN
104.200000	1158.582810	161.795965	1.158583E-11	161.795965	3.330926E-12	161.795965	1.000000	145.527523	NaN
104.300000	1164.345473	161.795965	1.164345E-11	161.795965	3.347493E-12	161.795965	1.000000	145.527523	NaN
104.400000	1170.136794	161.795965	1.170137E-11	161.795965	3.364143E-12	161.795965	1.000000	145.527523	NaN
104.500000	1175.956914	161.795965	1.175957E-11	161.795965	3.380876E-12	161.795965	1.000000	145.527523	NaN
104.600000	1181.805977	161.795965	1.181806E-11	161.795965	3.397692E-12	161.795965	1.000000	145.527523	NaN
104.700000	1187.684127	161.795965	1.187684E-11	161.795965	3.414592E-12	161.795965	1.000000	145.527523	NaN
104.800000	1193.591509	161.795965	1.193592E-11	161.795965	3.431576E-12	161.795965	1.000000	145.527523	NaN
104.900000	1199.528269	161.795965	1.199528E-11	161.795965	3.448644E-12	161.795965	1.000000	145.527523	NaN
105.000000	1205.494551	161.795965	1.205495E-11	161.795965	3.465797E-12	161.795965	1.000000	145.527523	NaN
105.100000	1211.490503	161.795965	1.211491E-11	161.795965	3.483035E-12	161.795965	1.000000	145.527523	NaN
105.200000	1217.516273	161.795965	1.217516E-11	161.795965	3.500359E-12	161.795965	1.000000	145.527523	NaN
105.300000	1223.572009	161.795965	1.223572E-11	161.795965	3.517770E-12	161.795965	1.000000	145.527523	NaN
105.400000	1229.657860	161.795965	1.229658E-11	161.795965	3.535266E-12	161.795965	1.000000	145.527523	NaN
105.500000	1235.773975	161.795965	1.235774E-11	161.795965	3.552850E-12	161.795965	1.000000	145.527523	NaN
105.600000	1241.920506	161.795965	1.241921E-11	161.795965	3.570521E-12	161.795965	1.000000	145.527523	NaN
105.700000	1248.097603	161.795965	1.248098E-11	161.795965	3.588281E-12	161.795965	1.000000	145.527523	NaN
105.800000	1254.305418	161.795965	1.254305E-11	161.795965	3.606128E-12	161.795965	1.000000	145.527523	NaN
105.900000	1260.544105	161.795965	1.260544E-11	161.795965	3.624064E-12	161.795965	1.000000	145.527523	NaN
106.000000	1266.813817	161.795965	1.266814E-11	161.795965	3.642090E-12	161.795965	1.000000	145.527523	NaN
106.100000	1273.114708	161.795965	1.273115E-11	161.795965	3.660205E-12	161.795965	1.000000	145.527523	NaN
106.200000	1279.446933	161.795965	1.279447E-11	161.795965	3.678410E-12	161.795965	1.000000	145.527523	NaN
106.300000	1285.810648	161.795965	1.285811E-11	161.795965	3.696706E-12	161.795965	1.000000	145.527523	NaN
106.400000	1292.206010	161.795965	1.292206E-11	161.795965	3.715092E-12	161.795965	1.000000	145.527523	NaN
106.500000	1298.633175	161.795965	1.298633E-11	161.795965	3.733570E-12	161.795965	1.000000	145.527523	NaN
106.600000	1305.092303	161.795965	1.305092E-11	161.795965	3.752140E-12	161.795965	1.000000	145.527523	NaN
106.700000	1311.583552	161.795965	1.311584E-11	161.795965	3.770803E-12	161.795965	1.000000	145.527523	NaN
106.800000	1318.107082	161.795965	1.318107E-11	161.795965	3.789558E-12	161.795965	1.000000	145.527523	NaN
106.900000	1324.663053	161.795965	1.324663E-11	161.795965	3.808406E-12	161.795965	1.000000	145.527523	NaN
107.000000	1331.251628	161.795965	1.331252E-11	161.795965	3.827348E-12	161.795965	1.000000	145.527523	NaN
107.100000	1337.872967	161.795965	1.337873E-11	161.795965	3.846385E-12	161.795965	1.000000	145.527523	NaN
107.200000	1344.527234	161.795965	1.344527E-11	161.795965	3.865516E-12	161.795965	1.000000	145.527523	NaN
107.300000	1351.214592	161.795965	1.351215E-11	161.795965	3.884742E-12	161.795965	1.000000	145.527523	NaN
107.400000	1357.935207	161.795965	1.357935E-11	161.795965	3.904064E-12	161.795965	1.000000	145.527523	NaN
107.500000	1364.689244	161.795965	1.364689E-11	161.795965	3.923482E-12	161.795965	1.000000	145.527523	NaN
107.600000	1371.476868	161.795965	1.371477E-11	161.795965	3.942996E-12	161.795965	1.000000	145.527523	NaN
107.700000	1378.298248	161.795965	1.378298E-11	161.795965	3.962607E-12	161.795965	1.000000	145.527523	NaN
107.800000	1385.153550	161.795965	1.385154E-11	161.795965	3.982316E-12	161.795965	1.000000	145.527523	NaN
107.900000	1392.042943	161.795965	1.392043E-11	161.795965	4.002123E-12	161.795965	1.000000	145.527523	NaN
108.000000	1398.966598	161.795965	1.398967E-11	161.795965	4.022029E-12	161.795965	1.000000	145.527523	NaN
108.100000	1405.924684	161.795965	1.405925E-11	161.795965	4.042033E-12	161.795965	1.000000	145.527523	NaN
108.200000	1412.917373	161.795965	1.412917E-11	161.795965	4.062137E-12	161.795965	1.000000	145.527523	NaN
108.300000	1419.944836	161.795965	1.419945E-11	161.795965	4.082341E-12	161.795965	1.000000	145.527523	NaN
108.400000	1427.007247	161.795965	1.427007E-11	161.795965	4.102646E-12	161.795965	1.000000	145.527523	NaN
108.500000	1434.104780	161.795965	1.434105E-11	161.795965	4.123051E-12	161.795965	1.000000	145.527523	NaN
108.600000	1441.237609	161.795965	1.441238E-11	161.795965	4.143558E-12	161.795965	1.000000	145.527523	NaN
108.700000	1448.405910	161.795965	1.448406E-11	161.795965	4.164167E-12	161.795965	1.000000	145.527523	NaN
108.800000	1455.609858	161.795965	1.455610E-11	161.795965	4.184878E-12	161.795965	1.000000	145.527523	NaN
108.900000	1462.849633	161.795965	1.462850E-11	161.795965	4.205693E-12	161.795965	1.000000	145.527523	NaN
109.000000	1470.125410	161.795965	1.470125E-11	161.795965	4.226611E-12	161.795965	1.000000	145.527523	NaN
开始时间：	00：00	结束时间：	00：00
